acceptedTaxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate,geometry,scenario
3759530,Corispermum marschallii,Cfb,Temperate oceanic climate,134,237,0.5654008438818565,"c(4.658517, 51.818879)",2071-2100_Beck
3811644,Spergularia segetalis,Cfb,Temperate oceanic climate,1005,1170,0.8589743589743589,"c(2.00927, 42.475)",2071-2100_Beck
3884879,Phlomoides tuberosa,Cfa,Humid subtropical climate,174,4461,0.03900470746469401,"c(-73.877023, 40.862289)",2071-2100_Beck
3884879,Phlomoides tuberosa,Cfb,Temperate oceanic climate,92,4461,0.020623178659493386,"c(18.98722, 47.485)",2071-2100_Beck
3885499,Salvia tomentosa,Cfb,Temperate oceanic climate,107,354,0.3022598870056497,"c(34.110661, 44.504953)",2071-2100_Beck
3921447,Aquilegia atrata,Cfb,Temperate oceanic climate,8515,11754,0.7244342351539901,"c(7.43036, 44.02433)",2071-2100_Beck
3951322,Austrocylindropuntia cylindrica,Cfb,Temperate oceanic climate,230,421,0.5463182897862233,"c(-78.622226, -1.258122)",2071-2100_Beck
4063741,Borago pygmaea,Cfb,Temperate oceanic climate,38,121,0.3140495867768595,"c(5.496128, 51.880981)",2071-2100_Beck
4066290,Heliotropium dolosum,Cfa,Humid subtropical climate,5,128,0.0390625,"c(35.092735, 45.03059)",2071-2100_Beck
4067922,Echium rosulatum,Cfb,Temperate oceanic climate,22,301,0.07308970099667775,"c(0.29611, 51.47833)",2071-2100_Beck
4087920,Utricularia stygia,Cfb,Temperate oceanic climate,1582,2262,0.6993810786914235,"c(6.4883, 46.83468)",2071-2100_Beck
4106693,Alopecurus utriculatus,Cfb,Temperate oceanic climate,30,229,0.13100436681222707,"c(4.87059, 48.86887)",2071-2100_Beck
4111181,Bromus brachystachys,Cfb,Temperate oceanic climate,1,65,0.015384615384615385,"c(11.38806, 51.7425)",2071-2100_Beck
4143519,Stipa capillata,Cfa,Humid subtropical climate,2731,9664,0.2825951986754967,"c(0.81, 41.78)",2071-2100_Beck
4143519,Stipa capillata,Cfb,Temperate oceanic climate,1484,9664,0.15355960264900662,"c(2.28, 41.99)",2071-2100_Beck
4152614,Cornucopiae cucullatum,Cfb,Temperate oceanic climate,4,26,0.15384615384615385,"c(3.613888, 50.613333)",2071-2100_Beck
4156114,Plantago bellardii,Cfb,Temperate oceanic climate,270,3098,0.08715300193673338,"c(1.98, 41.59)",2071-2100_Beck
4924659,Leonotis nepetifolia,Cfa,Humid subtropical climate,255,4154,0.061386615310544054,"c(-57.2892, -25.4041)",2071-2100_Beck
4924659,Leonotis nepetifolia,Cfb,Temperate oceanic climate,523,4154,0.12590274434280213,"c(-46.724444, -23.565556)",2071-2100_Beck
4934466,Cephalaria transsylvanica,Cfb,Temperate oceanic climate,99,726,0.13636363636363635,"c(34.160442, 44.501403)",2071-2100_Beck
4934466,Cephalaria transsylvanica,Cfa,Humid subtropical climate,184,726,0.2534435261707989,"c(10.683333, 45.433333)",2071-2100_Beck
5274875,Marsilea quadrifolia,Cfa,Humid subtropical climate,397,2378,0.16694701429772918,"c(119.306406, 26.076106)",2071-2100_Beck
5274875,Marsilea quadrifolia,Cfb,Temperate oceanic climate,1690,2378,0.7106812447434819,"c(2.7, 41.78)",2071-2100_Beck
5289726,Cenchrus spinifex,Cfa,Humid subtropical climate,874,2631,0.3321930824781452,"c(-64.541667, -33.362222)",2071-2100_Beck
5289726,Cenchrus spinifex,Cfb,Temperate oceanic climate,84,2631,0.03192702394526796,"c(-64.583611, -31.198611)",2071-2100_Beck
5289974,Digitaria longiflora,Cfa,Humid subtropical climate,239,1629,0.14671577655003068,"c(150.87, -33.97)",2071-2100_Beck
5290073,Alopecurus rendlei,Cfb,Temperate oceanic climate,2043,2156,0.9475881261595547,"c(8.711807, 44.414786)",2071-2100_Beck
5290167,Phyllostachys aurea,Cfa,Humid subtropical climate,794,1119,0.709562109025916,"c(139.51395, 35.31985)",2071-2100_Beck
5298019,Iris versicolor,Cfa,Humid subtropical climate,576,5605,0.10276538804638716,"c(-94.12628, 30.08009)",2071-2100_Beck
5298019,Iris versicolor,Cfb,Temperate oceanic climate,333,5605,0.059411239964317575,"c(-77.9006, 40.2431)",2071-2100_Beck
5298086,Iris pallida,Cfa,Humid subtropical climate,57,292,0.1952054794520548,"c(10.99449, 45.46369)",2071-2100_Beck
5298086,Iris pallida,Cfb,Temperate oceanic climate,185,292,0.6335616438356164,"c(5.77689, 45.89822)",2071-2100_Beck
5298334,Iris laevigata,Cfa,Humid subtropical climate,56,402,0.13930348258706468,"c(135.8, 35)",2071-2100_Beck
5298900,Iris ensata,Cfb,Temperate oceanic climate,13,618,0.021035598705501618,"c(131.0564, 32.9631)",2071-2100_Beck
5298900,Iris ensata,Cfa,Humid subtropical climate,201,618,0.32524271844660196,"c(131.2, 33.1)",2071-2100_Beck
5303763,Semele androgyna,Cfb,Temperate oceanic climate,1,222,0.0045045045045045045,"c(13.20318, 55.70475)",2071-2100_Beck
5326791,Sternbergia lutea,Cfb,Temperate oceanic climate,1753,3953,0.44346066278775614,"c(11.326627, 43.51226)",2071-2100_Beck
5329014,Sagittaria subulata,Cfa,Humid subtropical climate,63,187,0.33689839572192515,"c(-77.0569, 38.7764)",2071-2100_Beck
5329038,Sagittaria graminea,Cfa,Humid subtropical climate,565,1084,0.5212177121771218,"c(-81.7443, 29.6086)",2071-2100_Beck
5329038,Sagittaria graminea,Cfb,Temperate oceanic climate,48,1084,0.04428044280442804,"c(-72.7169, 41.3669)",2071-2100_Beck
5329198,Elodea callitrichoides,Cfa,Humid subtropical climate,1,76,0.013157894736842105,"c(-58.450556, -34.616667)",2071-2100_Beck
5329198,Elodea callitrichoides,Cfb,Temperate oceanic climate,74,76,0.9736842105263158,"c(-122.96, 49.2499999990674)",2071-2100_Beck
5329454,Najas gracillima,Cfa,Humid subtropical climate,112,258,0.43410852713178294,"c(-77.2358, 38.9842)",2071-2100_Beck
5329454,Najas gracillima,Cfb,Temperate oceanic climate,14,258,0.05426356589147287,"c(-72.80027, 41.27777)",2071-2100_Beck
5330182,Peltandra virginica,Cfa,Humid subtropical climate,1815,2426,0.7481450948062655,"c(-82.640291, 27.767601)",2071-2100_Beck
5330182,Peltandra virginica,Cfb,Temperate oceanic climate,37,2426,0.015251442704039572,"c(-80, 37)",2071-2100_Beck
5330733,Orontium aquaticum,Cfa,Humid subtropical climate,953,1103,0.8640072529465095,"c(-82.031474, 27.890304)",2071-2100_Beck
5330733,Orontium aquaticum,Cfb,Temperate oceanic climate,106,1103,0.09610154125113328,"c(-79.494581, 39.870881)",2071-2100_Beck
5330776,Colocasia esculenta,Cfa,Humid subtropical climate,2413,7138,0.3380498739142617,"c(145.584437, -17.415131)",2071-2100_Beck
5333409,Erica lusitanica,Cfb,Temperate oceanic climate,2607,3400,0.7667647058823529,"c(145.4167, -38.05)",2071-2100_Beck
5341758,Brugmansia suaveolens,Cfb,Temperate oceanic climate,330,2365,0.13953488372093023,"c(-48.8347668975131, -25.4807848457141)",2071-2100_Beck
5341758,Brugmansia suaveolens,Cfa,Humid subtropical climate,537,2365,0.227061310782241,"c(119.306406, 26.076106)",2071-2100_Beck
5345013,Astragalus penduliflorus,Cfb,Temperate oceanic climate,830,3495,0.2374821173104435,"c(2.09042, 42.40106)",2071-2100_Beck
5347603,Genista januensis,Cfb,Temperate oceanic climate,49,121,0.4049586776859504,"c(8.984232, 44.420407)",2071-2100_Beck
5348633,Coronilla valentina,Cfb,Temperate oceanic climate,773,2532,0.30529225908372826,"c(1.98359, 41.7311)",2071-2100_Beck
5354670,Chamaecytisus purpureus,Cfb,Temperate oceanic climate,102,143,0.7132867132867133,"c(15.1725, 46.085278)",2071-2100_Beck
5354685,Chamaecytisus ratisbonensis,Cfb,Temperate oceanic climate,1940,2047,0.9477283829995115,"c(44.720833, 41.8425)",2071-2100_Beck
5356363,Lathyrus setifolius,Cfa,Humid subtropical climate,267,2451,0.10893512851897184,"c(1.9688, 41.2875)",2071-2100_Beck
5356363,Lathyrus setifolius,Cfb,Temperate oceanic climate,883,2451,0.3602611179110567,"c(1.98, 41.59)",2071-2100_Beck
5356578,Lathyrus tingitanus,Cfb,Temperate oceanic climate,203,2132,0.0952157598499062,"c(-97.0203, 18.1363)",2071-2100_Beck
5356631,Lathyrus pannonicus,Cfa,Humid subtropical climate,23,1009,0.022794846382556987,"c(1.936, 41.3918)",2071-2100_Beck
5356631,Lathyrus pannonicus,Cfb,Temperate oceanic climate,696,1009,0.6897918731417245,"c(-2.89, 43.18)",2071-2100_Beck
5356841,Lotus subbiflorus,Cfb,Temperate oceanic climate,1974,6131,0.3219703147936715,"c(147.5, -41.9167)",2071-2100_Beck
5356841,Lotus subbiflorus,Cfa,Humid subtropical climate,185,6131,0.030174522916326864,"c(150.75, -33.6)",2071-2100_Beck
5356937,Lotus cytisoides,Cfb,Temperate oceanic climate,40,3454,0.011580775911986103,"c(18.1, 42.65)",2071-2100_Beck
5357035,Lotus ornithopodioides,Cfb,Temperate oceanic climate,110,3412,0.03223915592028136,"c(-3.243758, 51.511649)",2071-2100_Beck
5358902,Trifolium spadiceum,Cfb,Temperate oceanic climate,3188,10897,0.2925575846563274,"c(1.97, 42.49)",2071-2100_Beck
5359250,Trifolium micranthum,Cfb,Temperate oceanic climate,6242,7079,0.8817629608701794,"c(4.56636, 44.28286)",2071-2100_Beck
5359328,Trifolium ligusticum,Cfb,Temperate oceanic climate,178,2260,0.07876106194690266,"c(2.983333, 42.366667)",2071-2100_Beck
5361010,Oxytropis pilosa,Cfb,Temperate oceanic climate,1070,3875,0.2761290322580645,"c(5.73244, 45.07078)",2071-2100_Beck
5361796,Parietaria pensylvanica,Cfa,Humid subtropical climate,1376,2782,0.49460819554277496,"c(-97.486284, 25.884641)",2071-2100_Beck
5361796,Parietaria pensylvanica,Cfb,Temperate oceanic climate,124,2782,0.04457225017972682,"c(-79.494581, 39.870881)",2071-2100_Beck
5362012,Sedum praealtum,Cfb,Temperate oceanic climate,168,339,0.49557522123893805,"c(-98.2117435623442, 20.2401512085255)",2071-2100_Beck
5368602,Potentilla pensylvanica,Cfb,Temperate oceanic climate,93,1000,0.093,"c(-109.445067, 34.012019)",2071-2100_Beck
5368602,Potentilla pensylvanica,Cfa,Humid subtropical climate,1,1000,0.001,"c(-73.877023, 40.862289)",2071-2100_Beck
5375515,Erucastrum supinum,Cfb,Temperate oceanic climate,3254,3580,0.9089385474860335,"c(5.77259, 45.88069)",2071-2100_Beck
5376357,Diplotaxis viminea,Cfb,Temperate oceanic climate,319,1098,0.290528233151184,"c(4.1905, 44.28758)",2071-2100_Beck
5377794,Aurinia sinuata,Cfb,Temperate oceanic climate,1,30,0.03333333333333333,"c(14.37361, 44.68139)",2071-2100_Beck
5384047,Opuntia humifusa,Cfa,Humid subtropical climate,2387,3455,0.6908827785817656,"c(-97.058854, 28.030221)",2071-2100_Beck
5384047,Opuntia humifusa,Cfb,Temperate oceanic climate,609,3455,0.17626628075253256,"c(-70.11468, 41.31079)",2071-2100_Beck
5384142,Opuntia monacantha,Cfb,Temperate oceanic climate,259,1059,0.24457034938621341,"c(147.6, -37.8167)",2071-2100_Beck
5384142,Opuntia monacantha,Cfa,Humid subtropical climate,299,1059,0.28234183191690276,"c(151.22, -33.87)",2071-2100_Beck
5384453,Gypsophila perfoliata,Cfb,Temperate oceanic climate,30,487,0.061601642710472276,"c(1.02, 41.67)",2071-2100_Beck
5384453,Gypsophila perfoliata,Cfa,Humid subtropical climate,227,487,0.46611909650924027,"c(33.61972, 45.12417)",2071-2100_Beck
5391454,Calendula stellata,Cfb,Temperate oceanic climate,2,57,0.03508771929824561,"c(15.39557, 56.844137)",2071-2100_Beck
5391802,Bidens aurea,Cfb,Temperate oceanic climate,514,2529,0.20324238829576907,"c(-96.7200390155856, 17.0685188940627)",2071-2100_Beck
5391901,Bidens aristosa,Cfa,Humid subtropical climate,1042,1119,0.9311885612153709,"c(-94.485, 36.54555)",2071-2100_Beck
5393593,Boltonia asteroides,Cfa,Humid subtropical climate,176,288,0.6111111111111112,"c(-82.546208, 27.447541)",2071-2100_Beck
5393593,Boltonia asteroides,Cfb,Temperate oceanic climate,9,288,0.03125,"c(6.155798, 52.238053)",2071-2100_Beck
5400613,Ageratina adenophora,Cfa,Humid subtropical climate,3348,8391,0.39899892742223814,"c(151.22, -33.82)",2071-2100_Beck
5401002,Leucanthemum maximum,Cfb,Temperate oceanic climate,677,926,0.7311015118790497,"c(0.22861, 43.01194)",2071-2100_Beck
5401673,Ageratum conyzoides,Cfa,Humid subtropical climate,1510,9128,0.1654250657318142,"c(153.4, -28.32)",2071-2100_Beck
5401673,Ageratum conyzoides,Cfb,Temperate oceanic climate,861,9128,0.09432515337423313,"c(-46.724444, -23.565556)",2071-2100_Beck
5401896,Helenium mexicanum,Cfb,Temperate oceanic climate,14,383,0.03655352480417755,"c(-96.717, 17.05)",2071-2100_Beck
5403284,Crepis zacintha,Cfb,Temperate oceanic climate,74,472,0.15677966101694915,"c(18.43389, 43.34139)",2071-2100_Beck
5404996,Olearia avicenniifolia,Cfb,Temperate oceanic climate,910,1348,0.6750741839762612,"c(172.681894, -41.217627)",2071-2100_Beck
5405000,Olearia macrodonta,Cfb,Temperate oceanic climate,455,495,0.9191919191919192,"c(8.677654, 49.870023)",2071-2100_Beck
5407147,Annona cherimola,Cfb,Temperate oceanic climate,118,920,0.1282608695652174,"c(-97.45, 18.18)",2071-2100_Beck
5408996,Lobelia laxiflora,Cfb,Temperate oceanic climate,171,2428,0.07042833607907743,"c(-96.744722, 17.106944)",2071-2100_Beck
5410181,Campanula alliariifolia,Cfb,Temperate oceanic climate,160,277,0.5776173285198556,"c(39.879522, 43.54565)",2071-2100_Beck
5414601,Russelia equisetiformis,Cfa,Humid subtropical climate,227,1235,0.18380566801619433,"c(-82.67916, 27.77083)",2071-2100_Beck
5415832,Melaleuca quinquenervia,Cfa,Humid subtropical climate,6663,7827,0.8512840168646991,"c(151.27, -33.87)",2071-2100_Beck
5415832,Melaleuca quinquenervia,Cfb,Temperate oceanic climate,155,7827,0.01980324517695158,"c(152.2, -32.42)",2071-2100_Beck
5416458,Eugenia uniflora,Cfa,Humid subtropical climate,1134,2852,0.3976157082748948,"c(-55.58333, -27.38333)",2071-2100_Beck
5416458,Eugenia uniflora,Cfb,Temperate oceanic climate,155,2852,0.05434782608695652,"c(-49.29, -25.310833)",2071-2100_Beck
5420641,Psidium cattleianum,Cfb,Temperate oceanic climate,182,4098,0.04441190824792582,"c(-155.05, 19.7333)",2071-2100_Beck
5421394,Sarracenia psittacina,Cfa,Humid subtropical climate,598,600,0.9966666666666667,"c(-87.580819, 30.721023)",2071-2100_Beck
5531376,Fumaria agraria,Cfb,Temperate oceanic climate,69,595,0.11596638655462185,"c(5.73244, 45.07078)",2071-2100_Beck
5555409,Myriophyllum simulans,Cfb,Temperate oceanic climate,567,1005,0.564179104477612,"c(147.37, -42.87)",2071-2100_Beck
5555409,Myriophyllum simulans,Cfa,Humid subtropical climate,82,1005,0.08159203980099503,"c(151.2167, -33.9)",2071-2100_Beck
5555442,Myriophyllum crispatum,Cfb,Temperate oceanic climate,702,4506,0.15579227696404793,"c(147.5, -41.9167)",2071-2100_Beck
5555442,Myriophyllum crispatum,Cfa,Humid subtropical climate,293,4506,0.06502441189525078,"c(152.926069, -27.45674)",2071-2100_Beck
5562956,Linaria arvensis,Cfb,Temperate oceanic climate,1174,2522,0.4655035685963521,"c(-1.6622, 41.3619)",2071-2100_Beck
5587267,Arenaria balearica,Cfb,Temperate oceanic climate,356,563,0.6323268206039077,"c(-5.066128, 50.138547)",2071-2100_Beck
5587867,Silene fuscata,Cfb,Temperate oceanic climate,1,217,0.004608294930875576,"c(4.42677, 46.80669)",2071-2100_Beck
5617600,Alcea biennis,Cfb,Temperate oceanic climate,42,340,0.12352941176470589,"c(1.85, 42.13)",2071-2100_Beck
5653297,Dryopteris oreades,Cfb,Temperate oceanic climate,1988,2597,0.7654986522911051,"c(2.158942, 42.3907)",2071-2100_Beck
5679060,Vulpia delicatula,Cfb,Temperate oceanic climate,1,126,0.007936507936507936,"c(2.9723, 42.3065)",2071-2100_Beck
5682320,Erica ciliaris,Cfb,Temperate oceanic climate,6872,7806,0.8803484499103253,"c(-2.84977, 43.24146)",2071-2100_Beck
5830619,Dolichandra unguis-cati,Cfa,Humid subtropical climate,1527,3841,0.3975527206456652,"c(151.12, -33.87)",2071-2100_Beck
5830619,Dolichandra unguis-cati,Cfb,Temperate oceanic climate,130,3841,0.033845352772715435,"c(-49.2736972819373, -25.4319824288048)",2071-2100_Beck
6026828,Thapsia villosa,Cfb,Temperate oceanic climate,756,7209,0.10486891385767791,"c(-1.63, 41.35)",2071-2100_Beck
6063677,Gymnocoronis spilanthoides,Cfa,Humid subtropical climate,306,517,0.5918762088974855,"c(-57.35, -25.3)",2071-2100_Beck
6363863,Arenaria montana,Cfb,Temperate oceanic climate,2531,3682,0.6873981531776209,"c(-1.4701, 40.3686)",2071-2100_Beck
6364219,Dianthus gratianopolitanus,Cfa,Humid subtropical climate,11,2637,0.004171406901782328,"c(-73.877023, 40.862289)",2071-2100_Beck
6364219,Dianthus gratianopolitanus,Cfb,Temperate oceanic climate,2586,2637,0.9806598407281001,"c(5.32893, 44.53952)",2071-2100_Beck
6366105,Erodium aethiopicum,Cfb,Temperate oceanic climate,234,897,0.2608695652173913,"c(0.40764, 46.99903)",2071-2100_Beck
6436603,Hypericum hircinum,Cfb,Temperate oceanic climate,496,716,0.6927374301675978,"c(2.9563, 42.2585)",2071-2100_Beck
6445722,Ligularia sibirica,Cfb,Temperate oceanic climate,964,1662,0.5800240673886883,"c(2.80805, 45.46428)",2071-2100_Beck
7122825,Rotala rotundifolia,Cfa,Humid subtropical climate,281,680,0.41323529411764703,"c(113.341527, 23.127041)",2071-2100_Beck
7156959,Oxalis rosea,Cfb,Temperate oceanic climate,23,156,0.14743589743589744,"c(16.082547, 56.673882)",2071-2100_Beck
7262092,Carduus bourgeanus,Cfb,Temperate oceanic climate,19,577,0.03292894280762565,"c(-1.64639, 41.35333)",2071-2100_Beck
7268909,Haplophyllum linifolium,Cfa,Humid subtropical climate,11,231,0.047619047619047616,"c(0.81, 41.78)",2071-2100_Beck
7274333,Tropaeolum pentaphyllum,Cfb,Temperate oceanic climate,17,172,0.09883720930232558,"c(145.030833, -37.806389)",2071-2100_Beck
7277720,Thalictrum lucidum,Cfa,Humid subtropical climate,90,4403,0.020440608675902795,"c(-73.877023, 40.862289)",2071-2100_Beck
7277720,Thalictrum lucidum,Cfb,Temperate oceanic climate,1331,4403,0.30229389052918465,"c(11.768186, 43.720621)",2071-2100_Beck
7287606,Hakea sericea,Cfb,Temperate oceanic climate,3489,7484,0.4661945483698557,"c(145.1667, -38.1667)",2071-2100_Beck
7287606,Hakea sericea,Cfa,Humid subtropical climate,3057,7484,0.40847140566541956,"c(151.167605, -33.931963)",2071-2100_Beck
7291308,Polygonum cognatum,Cfb,Temperate oceanic climate,3,188,0.015957446808510637,"c(-3.202943, 55.962133)",2071-2100_Beck
7298906,Fedia cornucopiae,Cfb,Temperate oceanic climate,3,702,0.004273504273504274,"c(4.543333, 50.196111)",2071-2100_Beck
7304140,Litsea glutinosa,Cfa,Humid subtropical climate,162,1661,0.0975316074653823,"c(166.49878, -22.14072)",2071-2100_Beck
7308818,Ziziphora capitata,Cfb,Temperate oceanic climate,25,294,0.08503401360544217,"c(11.48778, 43.73444)",2071-2100_Beck
7314246,Paronychia kapela,Cfb,Temperate oceanic climate,1128,1536,0.734375,"c(2.1203, 42.3875)",2071-2100_Beck
7315160,Fumaria schleicheri,Cfa,Humid subtropical climate,30,1170,0.02564102564102564,"c(37.505951, 44.824465)",2071-2100_Beck
7315160,Fumaria schleicheri,Cfb,Temperate oceanic climate,351,1170,0.3,"c(16.843, 48.4096)",2071-2100_Beck
7323876,Cuscuta scandens,Cfb,Temperate oceanic climate,575,784,0.7334183673469388,"c(5.00251, 45.98704)",2071-2100_Beck
7324560,Convolvulus betonicifolius,Cfa,Humid subtropical climate,26,169,0.15384615384615385,"c(22.933333, 40.633333)",2071-2100_Beck
7392213,Fumaria kralikii,Cfb,Temperate oceanic climate,20,302,0.06622516556291391,"c(11.88, 45.39889)",2071-2100_Beck
7420311,Linaria spartea,Cfa,Humid subtropical climate,26,1661,0.015653220951234198,"c(-73.877023, 40.862289)",2071-2100_Beck
7420311,Linaria spartea,Cfb,Temperate oceanic climate,144,1661,0.08669476219145093,"c(6.394803, 53.090067)",2071-2100_Beck
7438716,Helichrysum foetidum,Cfb,Temperate oceanic climate,220,596,0.3691275167785235,"c(29.25, -1.333333)",2071-2100_Beck
7461212,Oxalis bowiei,Cfa,Humid subtropical climate,111,250,0.444,"c(147.52, -34.45)",2071-2100_Beck
7467639,Ficus microcarpa,Cfa,Humid subtropical climate,936,2967,0.3154701718907988,"c(166.44444, -22.2725)",2071-2100_Beck
7544600,Viola suavis,Cfb,Temperate oceanic climate,1295,2192,0.5907846715328468,"c(1.46667, 41.81667)",2071-2100_Beck
7571428,Lathyrus grandiflorus,Cfb,Temperate oceanic climate,377,461,0.8177874186550976,"c(-3.366244, 56.050286)",2071-2100_Beck
7648619,Gagea arvensis,Cfb,Temperate oceanic climate,113,126,0.8968253968253969,"c(4.03927, 46.27596)",2071-2100_Beck
7792557,Tulipa agenensis,Cfb,Temperate oceanic climate,561,1829,0.3067249863313286,"c(6.18395, 44.06773)",2071-2100_Beck
7886077,Linaria pelisseriana,Cfb,Temperate oceanic climate,1381,3196,0.43210262828535667,"c(147.1, -36.3)",2071-2100_Beck
7886077,Linaria pelisseriana,Cfa,Humid subtropical climate,511,3196,0.15988735919899874,"c(146.92, -36.07)",2071-2100_Beck
7904530,Seseli tortuosum,Cfb,Temperate oceanic climate,855,3870,0.22093023255813954,"c(2.7, 41.96)",2071-2100_Beck
7904530,Seseli tortuosum,Cfa,Humid subtropical climate,1430,3870,0.3695090439276486,"c(28.333334, 44.333332)",2071-2100_Beck
7944367,Leontice leontopetalum,Cfa,Humid subtropical climate,2,85,0.023529411764705882,"c(22.933333, 40.633333)",2071-2100_Beck
7956743,Xeranthemum annuum,Cfb,Temperate oceanic climate,165,970,0.17010309278350516,"c(2.94, 42.23)",2071-2100_Beck
7956743,Xeranthemum annuum,Cfa,Humid subtropical climate,498,970,0.51340206185567006,"c(44.053462, 43.74924)",2071-2100_Beck
7960717,Bupleurum longifolium,Cfb,Temperate oceanic climate,1745,1935,0.9018087855297158,"c(2.68215, 45.10382)",2071-2100_Beck
7976546,Eragrostis capillaris,Cfa,Humid subtropical climate,282,425,0.6635294117647059,"c(-97.8561, 27.5159)",2071-2100_Beck
7976546,Eragrostis capillaris,Cfb,Temperate oceanic climate,31,425,0.07294117647058823,"c(-79.494581, 39.870881)",2071-2100_Beck
8028512,Saxifraga hypnoides,Cfb,Temperate oceanic climate,3945,5309,0.7430777924279526,"c(-4.7512, 43.1068)",2071-2100_Beck
8049140,Aloysia citrodora,Cfb,Temperate oceanic climate,71,285,0.24912280701754386,"c(-46.724444, -23.565556)",2071-2100_Beck
8059665,Achillea crithmifolia,Cfb,Temperate oceanic climate,190,408,0.46568627450980393,"c(13.83444, 52.46389)",2071-2100_Beck
8085683,Verbascum orientale,Cfb,Temperate oceanic climate,14,136,0.10294117647058823,"c(7.76776, 48.57125)",2071-2100_Beck
8090449,Aconitum variegatum,Cfb,Temperate oceanic climate,2794,3993,0.699724517906336,"c(-0.11503, 42.80923)",2071-2100_Beck
8100050,Paspalum vaginatum,Cfb,Temperate oceanic climate,176,3201,0.054982817869415807,"c(174.780376, -36.921951)",2071-2100_Beck
8100050,Paspalum vaginatum,Cfa,Humid subtropical climate,438,3201,0.13683223992502344,"c(151.12, -33.92)",2071-2100_Beck
8109348,Malva cretica,Cfb,Temperate oceanic climate,10,239,0.04184100418410042,"c(5.3307, 60.2725)",2071-2100_Beck
8150126,Asplenium foreziense,Cfb,Temperate oceanic climate,422,620,0.6806451612903226,"c(2.79781, 43.50171)",2071-2100_Beck
8151790,Linaria reflexa,Cfb,Temperate oceanic climate,5,179,0.027932960893854747,"c(-3.225066, 51.467561)",2071-2100_Beck
8190743,Murraya paniculata,Cfa,Humid subtropical climate,1210,4245,0.2850412249705536,"c(151.584404, -25.748416)",2071-2100_Beck
8237138,Moenchia mantica,Cfb,Temperate oceanic climate,46,316,0.14556962025316456,"c(18.43389, 43.34139)",2071-2100_Beck
8312665,Abelmoschus moschatus,Cfb,Temperate oceanic climate,24,944,0.025423728813559324,"c(121.472222, 22.676667)",2071-2100_Beck
8312665,Abelmoschus moschatus,Cfa,Humid subtropical climate,148,944,0.15677966101694915,"c(108.229301, 23.226775)",2071-2100_Beck
8313325,Pelargonium odoratissimum,Cfb,Temperate oceanic climate,30,75,0.4,"c(24.925, -34)",2071-2100_Beck
8313325,Pelargonium odoratissimum,Cfa,Humid subtropical climate,11,75,0.14666666666666667,"c(26.9915, -33.3382)",2071-2100_Beck
8340805,Oenothera longiflora,Cfa,Humid subtropical climate,18,222,0.08108108108108109,"c(-56.98, -25.98)",2071-2100_Beck
8340805,Oenothera longiflora,Cfb,Temperate oceanic climate,25,222,0.11261261261261261,"c(4.73852, 45.81126)",2071-2100_Beck
8347243,Trifolium ornithopodioides,Cfb,Temperate oceanic climate,2451,3197,0.7666562402252112,"c(146.6667, -38.5667)",2071-2100_Beck
8347912,Erica terminalis,Cfb,Temperate oceanic climate,3,1092,0.0027472527472527475,"c(8.8225, 49.398889)",2071-2100_Beck
8405971,Escallonia rubra,Cfb,Temperate oceanic climate,4440,5998,0.7402467489163055,"c(-73.23611, -39.81583)",2071-2100_Beck
8416400,Potentilla multifida,Cfb,Temperate oceanic climate,39,777,0.05019305019305019,"c(5.990706, 50.845726)",2071-2100_Beck
8960288,Typha glauca,Cfb,Temperate oceanic climate,122,587,0.20783645655877342,"c(4.81861, 46.32116)",2071-2100_Beck
9561762,Pelargonium peltatum,Cfb,Temperate oceanic climate,308,587,0.524701873935264,"c(22.8273, -33.9998)",2071-2100_Beck
9561762,Pelargonium peltatum,Cfa,Humid subtropical climate,111,587,0.1890971039182283,"c(25.565278, -33.83834)",2071-2100_Beck
9609002,Pelargonium zonale,Cfb,Temperate oceanic climate,246,506,0.48616600790513836,"c(24.1204, -34.0553)",2071-2100_Beck
10877522,Acacia farnesiana,Cfb,Temperate oceanic climate,10,278,0.03597122302158273,"c(2.961667, 42.266389)",2071-2100_Beck
2704793,Sporobolus neglectus,Cfb,Temperate oceanic climate,151,744,0.20295698924731181,"c(5.834805, 51.833996)",2071-2100_Beck
2704800,Sporobolus tenuissimus,Cfa,Humid subtropical climate,8,305,0.02622950819672131,"c(-57.66666, -25.26666)",2071-2100_Beck
2717329,Eleocharis bonariensis,Cfa,Humid subtropical climate,142,673,0.21099554234769688,"c(-64.426111, -31.654722)",2071-2100_Beck
2768503,Asparagus densiflorus,Cfa,Humid subtropical climate,100,405,0.24691358024691357,"c(113.34, 23.12)",2071-2100_Beck
2771938,Bellevalia ciliata,Cfa,Humid subtropical climate,4,27,0.14814814814814814,"c(-79.955897, 39.629526)",2071-2100_Beck
2777724,Aloe vera,Cfb,Temperate oceanic climate,898,13247,0.0677889333433985,"c(-99, 20.5)",2071-2100_Beck
2781045,Hemerocallis citrina,Cfa,Humid subtropical climate,19,142,0.13380281690140844,"c(113.184435, 24.813781)",2071-2100_Beck
2855683,Allium subhirsutum,Cfb,Temperate oceanic climate,181,949,0.19072708113804004,"c(1.32957, 43.56121)",2071-2100_Beck
2856288,Allium paniculatum,Cfa,Humid subtropical climate,141,921,0.15309446254071662,"c(1.51, 41.32)",2071-2100_Beck
